Column1;Date;EMP;EMP_PART;EMP_TEMP;UNEMP_RATE;UNEMP_DURA_6mth;UNEMP_DURA_6.12mth;UNEMP_DURA_12mth.;UNEMP_DURA_24mth.;EMP_RATE;EMP_ACT;EMP_ACT_RATE;CLAIMS;CLAIMS_RATE;TOT_WEEK_HRS;AVG_WEEK_HRS;AVG_WEEK_HRS_FULL;AWE_ALL;AWE_CONS;AWE_MANU;AWE_PRIV;AWE_PUB;AWE_SERV;VAC_TOT;VAC_CONS;VAC_MANU;IOP_PROD;IOP_CAP_GOOD;IOP_DUR;IOP_ENER;IOP_GOOD;IOP_INT_GOOD;IOP_MACH;IOP_MANU;IOP_MINE;IOP_NON_DUR;IOP_PETRO;IOP_OIL_EXTRACT;IOS;IOS_45;IOS_46;IOS_47;IOS_G;IOS_EDUC;IOS_PNDS;RSI;CAR_REGIS;RETAIL_TRADE_INDEX;AVG_WEEK_RETAIL_SALE;AVG_WEEK_RETAIL_SALE_NON_FOOD;CPIH_ALL;CPI_ALL;CPI_EX_ENER;CPI_GOOD;CPI_DUR;CPI_NON_DUR;CPI_SERV;CPI_CLOTH;CPI_TRANS;RPI_ALL;RPI_GOOD;RPI_SERV;RPI_HOUSE;EXP_TOT;EXP_GOOD;IMP_ALL;IMP_GOOD;EXP_FUEL;IMP_FUEL;EXP_OIL;IMP_OIL;EXP_MACH;IMP_MACH;EXP_METAL;IMP_METAL;EXP_CRUDE_MAT;IMP_CRUDE_MAT;GBP_BROAD;GBP_CAN;GBP_EUR;GBP_JAP;GBP_US;OIL_PRICE;BANK_RATE;CONS_CREDIT_ex_student_loan;TOT_LENDING_APP;TOT_HOUSE_APP;MORT_FIXED_RATE_5YRS;MORT_FIXED_RATE_2YRS;M1;M2;M3;M4;LIBOR_3mth;BGS_5yrs_yld;BGS_10yrs_yld;BGS_20yrs_yld;FTSE_ALL;FTSE250;VIX;SP500;UK_focused_equity;EUR_UNC_INDEX;BCI;CCI;CLI;PPI_MANU;PPI_MACH;PPI_OIL;PPI_METAL;PPI_MOTOR
264;01.12.2019;1,51612E+14;5,86889E+14;1,67368E+14;1;5,73723E+14;-3,70413E+14;5,02618E+14;1,21953E+13;0;1,63622E+14;1E+15;6,3898E+14;0;9,51837E+13;0;0;0;1,5444E+13;-1,68209E+14;1,99005E+14;0;-1,90295E+14;7,38011E+14;3,77403E+13;7,27594E+14;1,0623E+14;2,83638E+14;1,15164E+14;-2,12087E+14;1,97433E+14;2,71072E+13;1,22201E+14;2,15483E+14;-6,63824E+14;-9,96512E+14;6,23703E+14;-8,52682E+13;5,00251E+14;1,53299E+12;-1,66844E+14;-9,14176E+13;-8,2136E+14;5,00752E+14;6,96174E+14;-6,01204E+14;2,77893E+13;-1,20368E+14;3,38289E+14;6,81842E+14;-5,87087E+14;3,89048E+14;-4,67394E+14;-8,23504E+14;-1,65507E+14;2,6239E+14;;-3,02493E+14;-2,98965E+14;7,79573E+13;5,53935E+14;-1,42681E+14;2,45861E+14;3,87623E+14;5,55715E+14;;-1,44284E+13;3,37249E+14;-1,73233E+14;0;1,27545E+14;4,54329E+14;-5,18916E+14;6,21318E+14;-8,97853E+14;3,90625E+14;-8,49768E+14;1,28647E+14;1,22393E+14;1,11723E+14;1,86353E+13;1,678E+14;6,14357E+14;0;-4,51514E+14;2,22631E+14;1,25992E+14;0;1;1,65987E+14;5,44152E+14;1,91975E+14;1,03209E+14;-4,8E+14;637;658;7,09E+14;3,14045E+14;5,01698E+14;1377999973;2,81888E+14;3,49132E+14;1339064;1,5869E+14;3,415E+14;2,8278E+14;1,77073E+14;-1,50111E+14;1,08837E+14;-4,92612E+14;9,27214E+14
265;01.01.2020;2,60236E+14;1,1202E+14;2,05346E+14;1E+15;2,03966E+14;1,40518E+14;3,26265E+14;2,9853E+14;1E+14;2,05662E+14;2E+14;-8,98973E+14;-3;1,04598E+14;-3,13972E+14;0;7,35297E+14;1,54202E+14;0;3,96826E+14;-1,82315E+14;9,47874E+14;3,66973E+14;3,63676E+14;-3,57181E+14;1,61985E+14;4,61693E+14;4,75965E+14;-1,69177E+14;1,56559E+14;1,4225E+14;1,01163E+14;2,58264E+14;1,69815E+14;1,8766E+14;-4,66529E+14;1,88507E+14;-2,9985E+14;-1,22451E+14;-3,74977E+14;-5,1151E+13;-1,8731E+14;1,99601E+14;-1,98413E+14;5,01254E+14;-3,91845E+14;1,20368E+14;8,93837E+14;1,36622E+14;3,92641E+14;2,08532E+14;3,30486E+14;3,41491E+14;-6,07748E+14;4,719E+14;4,12696E+14;1,60997E+13;1,28202E+14;3,07184E+14;2,92808E+14;4,62161E+14;2,37252E+14;-6,81399E+14;-1,41669E+13;1,86772E+14;2,28574E+14;-2,05174E+14;-3,97931E+13;-2,42611E+14;-4,5687E+14;-3,31142E+14;-1,06296E+14;1,29759E+12;-3,39016E+14;1,00083E+14;3,48619E+14;-3,61415E+13;-9,01929E+14;-1,01824E+14;-6,91427E+14;-2,29253E+14;-5,46004E+14;0;2,92494E+14;3,06887E+14;2,90591E+14;1;-1;8,80017E+14;5,39417E+14;5,05447E+14;8,35815E+14;-523;-967;-1073;-1348;-3,36841E+14;-3,43958E+14;1884000015;-1,62942E+14;-4,37588E+14;-3676456;6,864E+14;122;3,8918E+13;-2,23305E+14;-6,80122E+14;1,33908E+14;2,46609E+14;-1,85529E+14
266;01.02.2020;-2,72356E+14;5,43888E+14;2,8058E+13;0;4,52776E+14;-9,25234E+14;-2,64042E+12;-2,38106E+14;-3E+14;-2,9653E+14;-2E+14;-1,38397E+14;0;-1,87065E+14;-1,58482E+14;-1,63938E+14;0;6,14441E+14;5,03779E+14;-1,98216E+14;1,82315E+14;0;-2,84849E+14;-3,63676E+14;-5,60895E+14;1,59403E+14;1,0078E+14;1,69496E+14;1,78492E+14;2,3982E+14;1,58808E+14;3,57536E+14;1,68543E+14;1,39343E+14;2,70287E+14;2,50254E+14;8,36825E+14;-7,03167E+14;-8,24747E+14;-4,35094E+14;-9,27364E+14;-2,12322E+13;-1,91249E+14;9,92556E+14;-9,04074E+14;2,58599E+14;-9,01401E+14;-1,08772E+14;-1,69969E+14;5,67438E+14;1,12924E+14;2,50793E+14;-3,18677E+14;3,92726E+14;2,12646E+14;2,61124E+14;;6,92859E+14;;-7,50929E+14;2,81192E+13;-3,84811E+14;-5,98308E+14;;8,13333E+14;2,61026E+14;4,29398E+14;6,35932E+13;1,04399E+14;2,32825E+14;-1,40909E+14;2,35437E+14;-6,84261E+14;1,7498E+14;-4,50933E+14;5,51936E+13;4,68075E+14;5,88631E+14;8,70636E+14;-1,91792E+14;-8,75985E+14;-1,3412E+13;0;1,33275E+14;2,57141E+14;3,22181E+13;-1;-1;1,14333E+13;1,02375E+14;;4,55081E+14;8,9E+14;-516;-905;-1284;;-8,96277E+14;4011000061;-8,78595E+14;-1,07951E+14;561353;-5,9317E+14;-3,521E+14;4,8454E+14;-1,57365E+14;3,13526E+14;-7,16321E+13;-3,28948E+13;1,85529E+14
267;01.03.2020;-6,29248E+14;-1,13743E+14;-3,29924E+14;1E+14;3,12875E+14;1,51902E+14;-8,00427E+14;-1,49143E+14;-3E+14;-4,49494E+14;-3E+14;1,95328E+14;1;-7,27904E+14;-6,60306E+14;-6,84027E+14;-3,16305E+14;-2,0109E+14;-8,41048E+14;0;1,81984E+14;-1,52094E+14;-2,21261E+14;-2,51314E+14;-2,37672E+13;-7,93453E+14;-2,20413E+14;-8,77756E+14;-3,02481E+13;-2,0106E+14;-5,72129E+14;-3,94308E+14;-1,00523E+14;-1,19399E+14;1,90295E+14;-6,17541E+13;-1,31417E+14;-8,18925E+14;-4,21115E+14;-6,35508E+14;-1,54151E+14;-1,53972E+14;-1,17402E+14;-5,71584E+14;-5,49646E+14;-4,63595E+14;-4,0026E+14;-7,01426E+14;-2,18686E+14;-1,17164E+14;1,24187E+14;4,88406E+14;-3,19002E+14;2,8947E+14;2,18082E+14;1,80795E+14;-6,77404E+14;-5,20899E+14;1,52233E+14;-1,0771E+14;3,39051E+14;3,13178E+14;-4,7787E+13;-6,23317E+14;;-8,12092E+14;5,38937E+14;1,31945E+14;7,46234E+13;7,09929E+13;-1,42862E+14;-8,47978E+14;4,43286E+14;-1,7812E+14;4,33281E+14;-1,06825E+14;-4,54185E+13;2,49558E+13;-5,97361E+14;-6,89887E+14;-4,68472E+13;-5,53117E+14;-4023;-1,73845E+13;-2,35132E+14;-2,43377E+13;-1;0;5,60842E+14;4,75565E+14;5,2205E+14;3,25761E+14;-214;-1913;-1721;-1494;-1,67382E+14;-2,46937E+14;5354000092;-1,33668E+14;-2,04546E+14;15653359;-1,72674E+14;-1,05087E+14;-312111;-3,72053E+14;2,34851E+14;-1,39751E+14;2,92229E+14;2,77649E+14
268;01.04.2020;-3,11527E+14;-1,75453E+13;-1,26373E+13;0;7,92808E+14;-2,18131E+14;-6,35728E+14;-1,34531E+14;-1E+15;-8,83137E+14;-1E+15;5,30375E+14;21;-8,39297E+14;-8,17507E+14;-7,66071E+14;0;-1,01894E+13;-3,78703E+14;-2,81709E+14;1,98026E+14;-7,69235E+14;-3,01359E+14;-5,59616E+14;-2,47836E+14;-1,66139E+14;-3,16892E+14;-2,53939E+14;-8,67475E+14;-1,12478E+13;-2,64722E+14;-3,2754E+14;-2,27259E+14;5,95234E+14;-7,19168E+14;-2,00895E+13;1,17431E+14;-2,08481E+13;-2,30891E+14;-2,57758E+14;-2,49763E+14;-3,5364E+14;-2,835E+14;-1,62766E+14;-1,96062E+14;-3,19899E+14;-1,58523E+14;-2,03426E+14;-5,53887E+14;-2,89671E+14;-1,08599E+14;1,4913E+14;-1,05635E+13;6,64469E+14;-5,32115E+13;-6,01043E+14;-2,77957E+14;;-3,87145E+14;-1,1224E+14;3,50603E+14;4,19314E+14;-7,2116E+14;-6,6302E+14;-2,50444E+13;-2,42716E+14;2,07405E+14;-3,09524E+14;3,28593E+14;-1,42026E+14;-3,98278E+14;-4,38455E+14;-2,27217E+14;-9,21705E+14;-2,03029E+14;-4,96925E+14;1,76839E+14;1,0953E+14;1,99901E+14;4,68668E+14;3,71357E+14;-5,54909E+14;-2477;-4,05083E+14;-6,85864E+14;-1,26483E+14;1;-2;1,87546E+14;1,36053E+14;6,65376E+14;1,85141E+14;112;-991;-1032;-959;4,87041E+14;8,58314E+14;3415000153;1,19421E+14;5,57849E+14;-6347037;-200028;-1,51628E+14;-853018;-1,18056E+14;-1,09473E+14;-2,72044E+14;0;-2,77649E+14
269;01.05.2020;-3,67749E+14;-1,95532E+14;2,00602E+14;0;-3,05344E+13;1,00976E+14;-8,03645E+14;-5,76291E+14;-2E+14;-2,34867E+13;-2E+14;2,39965E+14;14;-3,98597E+14;-3,39016E+14;-2,90812E+14;5,65506E+14;-3,46621E+14;3,50263E+14;-2,0429E+14;1,06384E+14;3,85357E+14;-3,63965E+14;-5,38997E+14;-2,87682E+14;7,44476E+14;1,93697E+14;1,78811E+13;-2,90839E+14;5,67976E+14;1,10081E+14;3,70039E+14;1,0742E+14;1,55494E+14;2,22231E+14;-5,72311E+14;-5,64973E+14;5,37636E+14;9,1946E+14;7,56791E+14;1,69317E+14;1,47251E+14;-3,23853E+14;-4,95664E+14;1,18503E+14;1,44233E+14;1,04746E+13;1,17227E+14;2,21852E+14;-1,03055E+13;-4,93237E+14;-4,52112E+14;-1,68301E+14;;-5,50376E+14;5,44886E+14;-7,70302E+14;-9,20633E+13;-5,56771E+14;1,08465E+14;-2,4033E+14;;-1,38865E+14;1,22621E+14;-3,58345E+14;-2,70077E+14;;-2,35443E+14;-1,23749E+13;-2,91091E+14;-6,09663E+14;1,46174E+14;-5,71592E+14;-2,44931E+14;-3,95772E+14;-9,1762E+14;-1,23242E+14;-1,44951E+14;-1,26907E+14;-1,32279E+14;-8,90334E+14;4,69097E+14;0;-2,2117E+13;-2,20036E+14;-5,33005E+14;3;4;1,88206E+14;1,60581E+14;1,24331E+14;2,00816E+14;-3206;-824;-834;-1012;3,05358E+14;3,51406E+14;2751000023;4,42865E+14;1,88315E+14;-1565007;-4,4859E+14;-7,4352E+14;205784;-1,57287E+14;3,39627E+14;-6,71827E+14;7,96817E+14;2,77649E+14
270;01.06.2020;-4,29923E+14;-1,9401E+14;-9,39604E+14;2;4,87416E+14;1,12117E+14;3,69652E+14;8,91278E+14;-1E+15;1,46475E+14;1E+15;-2,48432E+14;-2E+14;5,99332E+14;3,8241E+14;9,78801E+14;0;2,57084E+13;8,70328E+14;6,11623E+14;1,76211E+14;-1,92493E+14;1,23188E+14;5,38997E+14;1,17783E+14;1,00714E+13;1,85957E+13;1,20154E+14;2,68215E+13;3,21959E+14;1,41802E+14;3,38056E+14;1,24959E+14;4,15546E+14;3,72592E+14;2,07261E+14;2,79348E+14;8,47747E+14;1,58119E+14;1,54983E+14;1,4702E+14;2,52852E+14;4,89394E+14;6,49266E+14;1,28478E+14;1,79873E+14;1,20603E+14;1,29731E+14;3,7145E+13;2,38161E+14;1,22629E+14;2,27372E+14;3,76726E+14;3,64351E+14;-7,02395E+14;4,44804E+14;7,89216E+14;1,40896E+13;1,79003E+14;3,48415E+14;-1,86E+13;7,01868E+14;-2,18792E+14;-1,54385E+13;1,446E+14;1,82762E+14;-2,26778E+14;1,17384E+14;-3,61156E+14;-1,14105E+14;2,68479E+14;3,00697E+14;3,8927E+14;2,02671E+14;2,98078E+14;1,08214E+14;-3,68901E+13;-1,27621E+14;-1,35728E+14;2,13932E+14;1,82072E+14;3,15249E+14;0;-6,08303E+14;6,4668E+14;1,45947E+14;-1;-1;8,06031E+14;6,7386E+14;8,6177E+14;1,09263E+14;-1371;-315;3,7E+14;4,08E+14;1,39523E+14;4,46103E+14;3043000031;1,82214E+14;1,1653E+14;-345986;10117;13655;5,58187E+14;4,8803E+14;2,81121E+14;1,27932E+14;-3,97615E+12;0
271;01.07.2020;-2,49104E+14;-1,02477E+14;6,74082E+14;3;-1,56559E+14;1,75565E+14;1,87015E+14;1,83613E+14;-3E+14;-6,10054E+14;-1E+15;2,30351E+14;2E+14;3,37531E+14;3,74576E+14;3,50913E+14;1,67758E+14;5,11241E+14;1,54775E+14;1,61294E+14;-5,29569E+14;1,52967E+13;1,45255E+14;4,05465E+14;1,3815E+14;4,58393E+14;9,36595E+14;1,06988E+14;-7,59017E+14;5,67733E+14;4,376E+14;7,15613E+13;6,6197E+14;-2,33984E+14;4,23992E+14;5,1151E+13;-2,6048E+14;6,32292E+14;2,79839E+14;1,85534E+14;2,45548E+14;5,91477E+14;8,30233E+14;5,76757E+14;3,77779E+14;5,21618E+14;2,61006E+14;4,62558E+14;1,35814E+14;5,5064E+14;3,53927E+14;3,87781E+14;7,51738E+14;6,07014E+14;-3,87467E+14;4,53133E+14;8,14521E+13;2,53479E+14;5,57772E+14;7,72058E+14;3,07462E+14;2,44926E+13;1,29712E+13;-2,05401E+14;5,33325E+14;6,72847E+14;-1,21598E+13;-1,45315E+14;-1,41094E+14;1,59876E+14;8,71279E+14;;3,59528E+14;1,12172E+14;2,36891E+14;8,05805E+14;8,78578E+14;;-5,77046E+14;4,86621E+14;1,30866E+14;7,12884E+14;0;4,42244E+14;2,72601E+13;5,08049E+14;1;4;1,17764E+13;5,65516E+14;5,97556E+14;;-912;-884;-686;-32;-3,85259E+14;-1,0954E+14;2445999908;5,36368E+14;6,5777E+13;1,17302E+14;156777;4,8469E+14;441031;6,2617E+14;-3,88038E+14;7,28378E+14;-3,99202E+14;0
272;01.08.2020;-3,76369E+14;-1,23382E+14;-7,44001E+13;3;4,6251E+14;9,68498E+14;1,19639E+14;8,64736E+14;-4E+14;-1,31288E+14;-2E+14;1,72682E+14;1E+14;3,68085E+14;3,96448E+14;3,08666E+14;2,01288E+14;1,75303E+14;1,01868E+14;1,39029E+14;1,76835E+14;2,2515E+14;1,28858E+14;1,54151E+14;1,49532E+14;2,16887E+14;7,57726E+14;4,10951E+14;-3,58739E+14;2,03711E+14;1,60456E+13;9,39699E+14;3,75279E+13;-5,24902E+14;1,37428E+14;-3,10906E+14;-5,62164E+13;3,18571E+14;-5,35752E+14;3,6105E+13;1,20549E+14;1,00841E+14;6,64255E+14;2,49606E+14;1,54892E+14;-1,61734E+14;1,13859E+14;1,01654E+14;2,34178E+14;-4,62327E+14;-7,52449E+14;-7,38348E+14;-4,41053E+14;;6,9279E+13;-1,05251E+14;6,38317E+14;6,37149E+14;-5,47797E+14;-2,14903E+14;-1,54113E+14;2,09897E+14;1,31994E+14;4,21107E+14;2,29829E+14;-3,2058E+14;1,84691E+14;1,37832E+14;2,41849E+14;9,09028E+14;5,09246E+14;-2,82527E+14;7,675E+14;1,43529E+14;6,20637E+14;9,13924E+14;1,6439E+13;1,4197E+14;3,70053E+14;2,7278E+14;3,37019E+14;3,39624E+14;0;-5,78096E+14;1,44099E+13;2,48953E+14;9E+14;15;4,1495E+14;1,0902E+14;-6,02242E+14;-5,31939E+14;-25;438;623;1233;1,8242E+14;4,92944E+14;2640999985;6,77191E+14;2,70132E+14;-357325;9,0545E+14;2,0513E+14;-1,6008E+14;-4,72482E+14;2,27529E+14;-1,04774E+14;2,39712E+14;9,23788E+13
273;01.09.2020;-5,87426E+14;-8,85348E+14;3,07511E+14;2;3,06004E+14;2,6567E+14;6,32395E+13;1,06543E+14;-1E+15;1,19082E+14;1E+15;-6,50596E+14;0;3,43418E+14;3,47257E+12;2,99424E+14;1,08109E+14;3,15458E+14;5,05477E+14;1,17648E+14;8,79513E+13;1,10702E+14;8,44466E+14;1,74353E+14;1,54151E+14;2,7946E+14;4,06058E+14;1,11733E+14;-3,00624E+14;-1,75686E+14;1,76339E+14;6,41193E+14;1,55325E+14;-6,28101E+14;-2,7677E+14;1,00083E+14;-7,44915E+14;1,33484E+13;-4,16234E+14;9,41183E+14;1,29872E+14;8,87908E+13;3,90724E+11;7,47467E+13;1,43064E+14;2,89004E+14;1,49812E+14;1,36842E+14;3,33602E+14;3,30407E+14;2,76612E+14;3,93376E+14;-1,11125E+13;7,61901E+14;-7,29212E+14;7,49443E+14;6,82234E+14;;4,34979E+14;3,62675E+13;1,19803E+14;1,14862E+14;-1,059E+14;-2,74074E+14;8,10135E+14;1,07508E+14;-1,31936E+14;1,91459E+14;-2,48486E+14;1,85815E+14;-1,46257E+14;1,09444E+14;1,02719E+14;1,9432E+14;6,34317E+14;7,10189E+14;-1,20421E+13;-1,40219E+13;;-1,70561E+14;-1,3036E+13;-8,9415E+14;0;-4,92123E+14;6,11196E+14;8,23495E+14;13;15;7,98669E+14;4,91064E+14;9,36711E+13;7,03344E+14;-93;-329;1,3E+14;7,5E+14;-1,81719E+13;-2,69504E+14;2637000084;-4,00181E+14;-4,41276E+14;6550185;8,7297E+14;-1,7434E+14;-5,5933E+14;-6,76063E+14;7,85453E+14;-6,39596E+14;-1,59744E+14;-9,23788E+13
274;01.10.2020;1,23697E+14;-4,77088E+14;1,37302E+14;0;-6,41321E+13;9,63311E+14;1,6575E+14;3,65576E+14;1E+15;6,40625E+14;1E+14;-3,15622E+13;-3;2,12929E+12;2,36099E+14;2,04387E+14;8,92067E+13;2,18077E+14;1,00335E+14;9,6994E+14;0;9,13248E+14;4,78032E+14;0;0;-1,8622E+14;1,03271E+14;2,37889E+14;-1,3313E+14;-2,80243E+14;-4,61043E+14;4,75915E+14;0;-5,32766E+14;-1,22354E+14;-1,31817E+14;1,07354E+14;7,70505E+14;-3,7179E+14;5,46833E+14;8,56536E+13;1,86103E+14;1,59415E+14;2,1254E+14;7,54721E+14;-7,33959E+14;8,32992E+14;1,06828E+14;1,26079E+14;4,36681E+14;;1,93159E+14;-2,23635E+14;1,85401E+14;1,19528E+14;2,70973E+14;7,56571E+14;3,59884E+14;1,5281E+14;4,81496E+13;4,47892E+14;4,6611E+14;4,72103E+14;6,51506E+14;4,48897E+14;5,13422E+14;9,03192E+13;-2,87617E+14;1,20201E+14;-1,57262E+14;7,31876E+14;6,26371E+14;6,00642E+14;-2,29621E+14;4,22827E+14;1,81164E+14;2,85892E+14;1,10803E+14;3,54143E+14;-1,65225E+14;2,23584E+13;-1,77565E+14;0;-4,58559E+14;6,89677E+14;8,85406E+14;13;19;1,32408E+14;;-3,64269E+14;-3,30235E+14;-114;359;328;242;-4,07236E+14;-5,84428E+14;3802000046;-2,80557E+14;-4,61651E+14;3299029;6,7017E+14;-3,3103E+14;-4,5665E+13;1,02643E+14;1,15225E+14;-2,18855E+14;4,7847E+14;1,84672E+14
275;01.11.2020;-4,36959E+14;-5,04669E+14;9,69313E+13;1E+15;-1,20205E+14;9,40726E+13;2,43584E+14;2,03053E+14;-3E+14;-2,71785E+14;-2E+14;1,59246E+13;1E+15;-2,06569E+14;3,32779E+14;2,886E+13;8,84179E+14;1,07281E+14;4,97926E+14;7,69235E+14;5,24019E+13;7,24641E+14;7,43644E+14;1,13329E+14;4,652E+14;2,792E+14;1,69783E+13;2,23523E+14;-2,92908E+14;8,38384E+14;8,28353E+14;2,15062E+14;1,08207E+14;-5,0394E+13;3,78072E+14;-8,47976E+14;-5,85479E+14;-2,7795E+14;-2,08639E+14;-1,22701E+14;-3,91354E+14;-5,00382E+13;-1,84167E+14;-2,47192E+14;-4,6162E+14;-2,61683E+14;-3,37426E+14;-4,77962E+13;-1,16125E+14;-2,14121E+14;3,64592E+14;-1,83796E+14;-2,66254E+14;2,73131E+14;1,65901E+14;3,03403E+14;-3,41196E+14;-4,20224E+13;-9,08061E+14;-5,15424E+14;1,29161E+14;3,59736E+14;1,60003E+14;2,74098E+14;3,43195E+13;4,83125E+14;1,24538E+14;-4,73019E+14;1,32054E+14;-4,46117E+14;-1,29146E+14;6,26645E+14;3,74081E+14;-4,22598E+14;6,32439E+14;1,16021E+14;9,99419E+13;5,75366E+14;1,18942E+14;;1,69521E+14;6,04134E+14;0;-1,13773E+14;6,46819E+14;6,28797E+14;0;-2;8,43362E+14;4,45768E+14;1,79537E+14;7,15944E+14;-45;617;778;906;1,17132E+14;1,16238E+14;2056999969;1,02146E+13;1,49326E+14;1657002;-2,8065E+14;;7,51E+14;4,79757E+13;-5,26543E+14;5,57639E+14;6,34419E+14;0
276;01.12.2020;-8,69998E+13;-8,51069E+14;7,68742E+14;0;-5,15381E+14;8,02808E+14;-8,05373E+14;-1,01011E+14;-1E+14;-1,40763E+14;-1E+15;-6,65212E+14;0;-8,61046E+13;-6,66669E+14;-8,68312E+14;3,51494E+14;3,5932E+14;6,60068E+14;5,73067E+14;0;3,60361E+14;3,11756E+14;6,89929E+14;6,5958E+14;-1,68701E+14;-4,03662E+14;-1,0232E+14;9,50879E+14;-3,2048E+14;-2,59996E+14;1,52897E+14;-2,54328E+14;4,93251E+14;-7,57579E+13;-1,21729E+14;6,92204E+14;2,22975E+13;1,33365E+14;4,06873E+14;1,6493E+14;4,02289E+14;-2,764E+12;3,42279E+14;1,46559E+14;2,37941E+14;1,51371E+14;1,86809E+14;7,43597E+14;2,19685E+14;2,31277E+14;1,40597E+14;3,97736E+14;3,23084E+14;-2,26246E+14;5,82596E+14;6,5155E+14;6,66708E+14;4,19325E+14;5,14907E+14;4,02856E+14;5,83931E+14;4,44668E+14;8,88989E+14;4,02672E+14;5,22008E+13;-7,70216E+14;7,48816E+14;-1,76506E+14;1,17865E+14;1,42543E+14;5,52384E+14;8,48492E+14;6,94724E+14;7,20773E+14;1,12346E+14;-2,90622E+14;-2,78552E+14;-1,12599E+14;1,08148E+14;1,68929E+14;1,57875E+14;0;-5,45557E+14;-2,54003E+14;-4,52706E+14;-5E+14;-6E+14;1,89539E+14;1,25215E+14;1,60398E+14;6,41504E+14;-119;-379;-612;-753;3,62431E+12;5,78698E+14;2275;3,6449E+14;3,57988E+13;-11919387;-2,2137E+14;4,0344E+14;8,8884E+14;6,3002E+14;-5,61902E+14;;1,1788E+14;1,84332E+14
277;01.01.2021;1,49096E+14;-6,01371E+14;1,27551E+14;-1E+15;-5,43393E+14;6,89929E+14;8,05373E+14;-2,05135E+14;2E+14;9,79432E+14;0;-2,01482E+14;0;-3,65326E+14;-6,71143E+14;-2,91121E+14;0;-2,9853E+14;-6,60068E+14;0;5,21287E+12;0;3,22581E+14;-3,39016E+14;6,18754E+14;-3,26638E+14;-5,30939E+14;3,93714E+14;-5,17915E+14;2,27283E+14;-4,03126E+14;-1,68829E+14;-3,08292E+14;-5,15748E+14;1,60305E+14;-6,93409E+14;-7,14983E+14;-2,79504E+14;-2,44669E+14;-5,53851E+14;-6,88371E+14;-8,45252E+14;-1,41118E+14;-2,23295E+14;-8,92182E+14;-4,11675E+14;-9,65312E+14;-8,87603E+14;-2,76787E+14;4,88276E+13;3,23594E+13;4,48611E+14;4,27849E+12;5,89861E+14;3,93877E+14;7,08793E+13;4,85448E+14;1,56935E+14;4,54157E+14;7,36619E+14;1,34279E+14;3,38557E+13;-9,18253E+14;-2,42862E+14;-1,75012E+14;-2,34845E+14;-1,19991E+14;-1,27215E+14;1,12171E+14;-1,90333E+14;-1,71157E+14;-2,76251E+14;4,652E+14;-2,24823E+13;-4,55271E+14;-1,77417E+14;1,28751E+14;8,39101E+14;1,49257E+14;1,49329E+14;1,48534E+14;9,13198E+14;0;-1,04163E+14;-5,63294E+14;-6,13992E+14;-8E+14;-11;;6,6102E+14;5,53591E+14;7,56486E+14;-19;125;448;326;-8,6665E+14;-1,27566E+14;3309000015;-1,11991E+14;-2,39281E+14;2241999;-3,674E+14;5,7781E+14;-2,016E+14;4,84771E+14;2,11692E+14;6,49627E+14;2,31671E+14;3,67647E+14
278;01.02.2021;9,31113E+14;-7,73E+14;-3,83142E+14;-1E+14;-7,84927E+14;2,1109E+13;5,71584E+14;4,55775E+14;-1E+15;-1,53078E+14;-1E+14;2,79363E+14;2;-4,29657E+14;-3,37268E+14;-5,84797E+14;-5,27706E+14;-1,21953E+13;4,95459E+14;0;6,90849E+14;-3,60361E+14;1,12091E+14;3,39016E+14;5,82689E+13;-8,82791E+14;1,0115E+14;2,0504E+14;-5,6963E+14;1,11733E+14;-1,38069E+14;-2,77555E+14;9,48317E+14;-8,45574E+14;9,31105E+14;-6,33208E+14;-9,69078E+11;1,35137E+14;9,65288E+14;8,30171E+12;2,42366E+13;5,56343E+14;9,00328E+14;6,43089E+14;1,57815E+14;8,40996E+14;1,94576E+14;1,812E+14;2,82518E+14;-1,26522E+14;;-1,6227E+14;-2,92343E+14;3,32906E+14;-6,46408E+14;9,02819E+14;-2,27805E+14;4,39596E+14;1,14044E+14;-8,6221E+14;1,2876E+14;3,87157E+14;6,94108E+14;1,45774E+13;5,2203E+12;6,48467E+14;4,77854E+14;-1,36125E+14;-1,33531E+14;-3,54192E+14;1,57291E+14;8,39261E+13;1,57392E+14;3,54712E+14;1,95097E+14;1,39433E+14;1,95139E+14;1,47583E+14;2,31132E+13;3,22553E+12;1,72349E+14;1,28369E+14;0;-6,98653E+14;-7,97862E+14;-1,35663E+14;-12;-14;8,64319E+14;6,7525E+14;4,70481E+14;7,85056E+14;213;1838;255;2999;1,64675E+14;3,31492E+14;2795000076;2,57569E+14;3,86019E+14;-4609997;11262;1,04847E+14;7,4155E+14;6,43988E+14;2,19059E+14;8,08145E+14;2,85949E+14;-9,17852E+14
